GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,DP0010001,DP0020001,DP0020002,DP0020003,DP0080001,DP0080002,DP0080003,DP0080004,DP0080005,DP0080006,DP0080007,DP0080008,DP0080009,DP0080010,DP0080011,DP0080012,DP0080013,DP0080014,DP0080015,DP0080016,DP0080017,DP0080018,DP0080019,DP0080020,DP0080021,DP0080022,DP0080023,DP0080024,DP0120015,DP0120016,DP0120017,DP0120018,DP0120019,DP0120020,DP0160001
17031080202,Census Tract 802.02,155329.0,0.0,+41.9058597,-087.6309005,3498,39.7,40.2,39.3,3498,3439,3112,79,4,215,74,48,25,18,26,6,18,0,0,0,0,0,29,59,5,30,5,9,0,0,0,0,0,0,1.44
17031070101,Census Tract 701.01,532227.0,665646.0,+41.9295225,-087.6323247,3796,35.6,35.9,35.2,3796,3706,3321,77,4,263,88,60,41,17,20,6,31,1,0,0,0,1,40,90,6,49,12,6,0,0,0,0,0,0,1.39
17031063301,Census Tract 633.01,93853.0,0.0,+41.9345409,-087.6430242,2641,30.1,31.1,29.4,2641,2571,2096,176,2,251,58,40,65,12,24,7,45,2,0,2,0,0,44,70,8,25,8,11,0,0,0,0,0,0,1.43
17031070102,Census Tract 701.02,124703.0,0.0,+41.9305829,-087.6422020,2413,30.0,30.7,29.2,2413,2360,2063,67,2,182,65,39,24,15,19,5,15,1,0,1,0,0,45,53,5,23,6,6,94,32,62,0,0,0,1.36
17031063303,Census Tract 633.03,236592.0,0.0,+41.9347312,-087.6346613,1201,58.7,50.2,63.9,1201,1183,1073,17,1,84,25,19,15,9,9,1,6,0,0,0,0,0,8,18,1,12,2,1,0,0,0,0,0,0,1.28
17031081201,Census Tract 812.01,185123.0,0.0,+41.8991538,-087.6262120,4059,38.3,40.0,37.1,4059,3977,3422,175,2,318,83,87,47,18,42,4,37,1,0,1,0,0,59,82,6,32,12,14,0,0,0,492,150,342,1.43
17031081202,Census Tract 812.02,204965.0,530066.0,+41.9048083,-087.6246510,2995,55.7,55.0,56.0,2995,2951,2713,74,4,135,38,31,16,10,11,3,26,0,0,0,0,0,25,44,4,27,8,1,0,0,0,2,1,1,1.58
17031031501,Census Tract 315.01,160450.0,0.0,+41.9672853,-087.6524500,4083,36.9,36.4,37.8,4083,3976,1593,1181,23,948,135,59,94,8,136,368,148,2,0,0,2,0,229,107,9,27,16,18,0,0,0,485,326,159,1.99
17031031502,Census Tract 315.02,161701.0,0.0,+41.9636326,-087.6523656,4354,33.3,32.9,33.7,4354,4154,1571,1952,20,352,45,7,37,7,64,98,94,0,0,0,0,0,259,200,14,30,53,17,0,0,0,0,0,0,1.87
17031040402,Census Tract 404.02,602584.0,0.0,+41.9725450,-087.6788180,4468,33.0,33.4,32.6,4468,4334,3493,139,17,280,45,37,89,17,24,24,44,0,0,0,0,0,405,134,23,48,14,28,0,0,0,0,0,0,1.88
17031220702,Census Tract 2207.02,575195.0,0.0,+41.9293687,-087.7242313,4060,30.3,30.5,30.1,4060,3917,2077,309,20,56,7,7,21,3,9,2,7,10,0,6,0,4,1445,143,6,11,25,55,0,0,0,30,29,1,2.97
17031842200,Census Tract 8422,1482536.0,83164.0,+41.9047618,-087.6494844,2603,32.1,31.8,32.6,2603,2543,1292,1016,5,208,71,39,37,5,36,4,16,0,0,0,0,0,22,60,3,10,10,6,0,0,0,0,0,0,1.87
17031842300,Census Tract 8423,1872228.0,0.0,+41.9090015,-087.6606908,3244,34.2,35.2,33.1,3244,3153,2281,551,13,166,55,24,35,7,22,1,22,7,0,4,0,3,135,91,15,24,27,11,0,0,0,192,175,17,1.92
17031843700,Census Tract 8437,1263075.0,0.0,+41.9448261,-087.6907876,2117,33.8,33.7,33.8,2117,2066,1656,106,19,88,12,3,32,6,20,4,11,1,1,0,0,0,196,51,9,13,7,9,0,0,0,1,0,1,2.3
17031806104,Census Tract 8061.04,4654413.0,67321.0,+42.0607519,-087.8787477,4206,34.5,33.4,35.8,4206,4035,2468,491,23,882,263,24,206,6,255,7,121,0,0,0,0,0,171,171,7,83,24,5,72,11,61,47,0,47,2.39
17031770601,Census Tract 7706.01,2769789.0,0.0,+42.0291417,-087.9087383,3232,46.3,43.2,48.2,3232,3155,2745,36,15,268,128,21,66,2,16,16,19,0,0,0,0,0,91,77,8,12,17,18,247,72,175,4,0,4,2.77
17031770602,Census Tract 7706.02,5418071.0,123058.0,+42.0109249,-087.9039788,4956,35.8,33.8,37.9,4956,4820,3464,62,87,434,239,9,98,10,8,12,58,0,0,0,0,0,773,136,8,10,12,76,163,41,122,0,0,0,3.06
17031813301,Census Tract 8133.01,647921.0,0.0,+41.8621602,-087.7544156,3502,25.4,25.5,25.2,3502,3360,1517,314,23,18,0,5,6,0,1,0,6,0,0,0,0,0,1488,142,5,5,19,95,0,0,0,0,0,0,3.83
17031813702,Census Tract 8137.02,374814.0,0.0,+41.8551815,-087.7465070,4263,26.1,25.7,26.4,4263,4138,2129,209,25,5,1,0,1,2,1,0,0,2,0,1,0,1,1768,125,7,0,7,82,0,0,0,0,0,0,4.2
17031813302,Census Tract 8133.02,647173.0,0.0,+41.8622746,-087.7446672,3934,25.5,26.1,24.8,3934,3769,1768,284,24,3,0,1,0,0,0,0,2,0,0,0,0,0,1690,165,10,0,16,116,0,0,0,0,0,0,4.01
17031836600,Census Tract 8366,634176.0,0.0,+41.8986973,-087.7088059,2997,30.6,30.3,31.0,2997,2895,946,1293,16,25,3,6,11,0,4,1,0,1,0,1,0,0,614,102,5,1,40,20,6,3,3,0,0,0,2.99
17031836800,Census Tract 8368,801878.0,14139.0,+41.8850903,-087.7149666,2661,31.1,28.8,33.3,2661,2638,119,2482,3,8,2,4,0,0,1,1,0,0,0,0,0,0,26,23,2,1,3,0,0,0,0,27,12,15,2.56
17031836700,Census Tract 8367,1227837.0,0.0,+41.8917041,-087.7021747,2397,28.9,24.1,31.8,2397,2339,157,2043,10,5,1,0,2,0,0,1,1,1,1,0,0,0,123,58,1,4,23,6,0,0,0,0,0,0,3.04
17031832200,Census Tract 8322,399381.0,0.0,+41.9204779,-087.6799729,2940,30.7,31.6,30.0,2940,2871,2559,56,14,116,37,24,17,3,17,2,16,0,0,0,0,0,126,69,7,14,19,26,0,0,0,8,6,2,1.96
17031831000,Census Tract 8310,281984.0,0.0,+41.9147877,-087.6769994,2138,32.1,32.8,31.4,2138,2088,1821,34,4,147,50,25,19,8,23,3,19,0,0,0,0,0,82,50,2,29,5,6,0,0,0,0,0,0,1.97
17031832400,Census Tract 8324,323051.0,0.0,+41.9157411,-087.6922565,3181,30.8,30.9,30.5,3181,3025,2177,133,17,128,37,19,30,12,16,3,11,3,2,1,0,0,567,156,10,36,24,63,0,0,0,0,0,0,2.54
17031770902,Census Tract 7709.02,1164799.0,0.0,+41.9700657,-087.8361840,3521,44.8,43.1,46.7,3521,3489,3236,37,1,148,57,4,41,3,14,18,11,0,0,0,0,0,67,32,2,10,5,11,0,0,0,2,2,0,2.27
17031252201,Census Tract 2522.01,386790.0,0.0,+41.8766958,-087.7521051,2953,41.7,39.5,44.1,2953,2942,71,2853,8,1,0,0,1,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,346,185,161,0,0,0,2.69
17031063302,Census Tract 633.02,121200.0,0.0,+41.9347647,-087.6398540,3996,29.8,31.2,28.8,3996,3902,3380,124,10,334,114,52,69,12,42,4,41,4,1,0,0,3,50,94,3,33,20,7,0,0,0,0,0,0,1.44
17031070103,Census Tract 701.03,69094.0,0.0,+41.9268110,-087.6426051,1709,28.0,29.2,27.1,1709,1666,1412,55,7,173,56,36,29,9,20,4,19,0,0,0,0,0,19,43,3,18,8,5,0,0,0,0,0,0,1.31
17031220701,Census Tract 2207.01,266386.0,0.0,+41.9261554,-087.7215651,3437,29.3,29.1,29.5,3437,3264,1751,134,22,30,6,7,4,0,8,1,4,4,1,3,0,0,1323,173,3,21,30,78,0,0,0,8,3,5,3.21
17031831200,Census Tract 8312,574942.0,0.0,+41.9153189,-087.7322503,5021,28.3,28.5,28.1,5021,4815,1933,265,20,26,2,2,14,1,2,3,2,2,0,0,1,1,2569,206,4,4,34,122,0,0,0,9,9,0,3.69
17031831600,Census Tract 8316,1488845.0,0.0,+41.9256105,-087.7976148,7270,34.4,32.6,36.2,7270,6996,4148,575,49,166,18,0,124,6,3,7,8,5,0,0,5,0,2053,274,33,14,35,134,0,0,0,8,2,6,3.01
17031831500,Census Tract 8315,968252.0,0.0,+41.9276414,-087.7880224,4079,32.7,31.6,34.1,4079,3913,2364,253,35,219,24,11,162,3,1,8,10,0,0,0,0,0,1042,166,15,14,19,94,0,0,0,13,5,8,3.24
17031831100,Census Tract 8311,1315157.0,0.0,+41.9428559,-087.7174956,7453,32.2,31.8,32.8,7453,7123,4293,237,74,355,66,35,155,27,18,2,52,4,1,2,0,1,2160,330,18,31,52,133,0,0,0,3,3,0,2.88
17031831700,Census Tract 8317,532279.0,0.0,+41.9526506,-087.7452551,2075,34.6,33.8,36.0,2075,1956,1302,42,20,93,9,12,61,1,5,1,4,0,0,0,0,0,499,119,14,15,11,61,0,0,0,0,0,0,2.89
17031030702,Census Tract 307.02,8299.0,0.0,+41.9806894,-087.6548217,1630,45.4,44.8,46.4,1630,1574,1006,170,4,362,138,58,56,10,30,9,61,0,0,0,0,0,32,56,4,31,3,8,0,0,0,0,0,0,1.5
17031081401,Census Tract 814.01,279853.0,0.0,+41.8950391,-087.6197520,2279,45.8,41.4,47.9,2279,2231,1733,130,6,343,109,83,37,25,46,2,41,0,0,0,0,0,19,48,2,23,7,7,0,0,0,39,20,19,1.44
17031081403,Census Tract 814.03,357392.0,1461699.0,+41.8891289,-087.6134528,6229,32.7,33.1,32.3,6229,6072,4384,276,0,1349,609,277,102,52,180,18,111,6,0,3,0,3,57,157,7,106,17,6,0,0,0,0,0,0,1.46
17031030603,Census Tract 306.03,116001.0,0.0,+41.9854762,-087.6583979,2095,32.8,34.5,30.8,2095,2021,1031,617,24,178,33,14,29,5,16,2,79,0,0,0,0,0,171,74,3,21,13,15,0,0,0,0,0,0,1.65
17031030701,Census Tract 307.01,69878.0,0.0,+41.9827453,-087.6579659,1549,35.4,37.8,32.5,1549,1492,827,405,7,120,8,17,26,4,18,33,14,1,1,0,0,0,132,57,2,15,14,0,168,122,46,28,14,14,1.52
17031030703,Census Tract 307.03,198288.0,0.0,+41.9788748,-087.6578708,2830,41.7,40.8,42.8,2830,2733,1717,586,23,265,31,37,71,24,14,28,60,2,2,0,0,0,140,97,8,15,23,6,0,0,0,4,3,1,1.64
17031831800,Census Tract 8318,1903565.0,0.0,+41.9782333,-087.7164527,6322,32.4,31.2,33.6,6322,6009,3529,319,50,1482,330,93,305,34,232,176,312,6,0,6,0,0,623,313,7,104,42,64,0,0,0,300,191,109,2.79
17031838300,Census Tract 8383,348133.0,0.0,+41.9015665,-087.6384038,1631,30.3,29.4,31.2,1631,1593,480,861,8,157,62,13,21,0,33,1,27,3,2,1,0,0,84,38,4,1,8,2,125,89,36,2,2,0,2.22
17031832300,Census Tract 8323,840145.0,0.0,+41.9192070,-087.6714488,1870,30.8,31.4,30.3,1870,1829,1520,55,1,112,44,6,25,6,12,6,13,2,1,0,1,0,139,41,2,14,5,13,0,0,0,18,14,4,2.07
17031832600,Census Tract 8326,721627.0,0.0,+41.9147492,-087.6540551,3727,29.7,30.3,29.2,3727,3666,3420,85,4,130,39,28,15,7,21,6,14,2,0,0,0,2,25,61,2,36,7,3,0,0,0,1,0,1,2.02
17031832500,Census Tract 8325,783013.0,0.0,+41.9218778,-087.6641184,3606,29.6,29.8,29.4,3606,3505,3023,247,7,129,60,33,14,5,14,0,3,0,0,0,0,0,99,101,6,35,23,16,73,15,58,486,167,319,2.1
17031832000,Census Tract 8320,167584.0,0.0,+41.9462941,-087.6542982,1798,28.7,29.5,27.7,1798,1753,1597,40,2,96,26,13,20,10,8,2,17,0,0,0,0,0,18,45,9,18,5,5,0,0,0,11,11,0,1.92
17031061901,Census Tract 619.01,160610.0,0.0,+41.9432367,-087.6434599,3433,31.8,33.1,30.5,3433,3353,2811,186,5,295,78,51,67,14,34,1,50,0,0,0,0,0,56,80,8,27,15,9,0,0,0,0,0,0,1.49
17031030104,Census Tract 301.04,109162.0,71860.0,+41.9973166,-087.6559766,3681,21.6,24.3,20.8,3681,3582,2398,409,8,695,306,54,79,10,36,14,196,1,1,0,0,0,71,99,10,27,16,10,77,61,16,1604,597,1007,1.68
17031030101,Census Tract 301.01,122359.0,115695.0,+41.9913475,-087.6550420,3893,40.1,39.2,41.2,3893,3768,2017,996,20,505,120,51,97,19,21,48,149,0,0,0,0,0,230,125,7,34,26,15,0,0,0,15,11,4,1.66
17031160601,Census Tract 1606.01,397110.0,0.0,+41.9595316,-087.7021491,3490,31.9,31.8,32.0,3490,3274,2195,139,17,191,11,8,126,3,9,12,22,0,0,0,0,0,732,216,18,43,31,62,0,0,0,7,6,1,2.57
17031210501,Census Tract 2105.01,313076.0,0.0,+41.9374013,-087.7223301,3900,31.0,30.4,32.1,3900,3727,2436,108,20,67,15,9,27,2,5,0,9,0,0,0,0,0,1096,173,7,5,9,107,0,0,0,0,0,0,2.85
17031210601,Census Tract 2106.01,273651.0,0.0,+41.9376356,-087.7122140,3104,31.4,31.9,31.0,3104,3000,1771,103,65,132,5,7,89,9,9,2,11,1,1,0,0,0,928,104,4,13,5,58,0,0,0,7,1,6,3.07
17031831900,Census Tract 8319,324325.0,0.0,+41.9451690,-087.6687907,2717,29.9,30.7,29.0,2717,2663,2490,38,2,71,14,17,17,8,10,1,4,0,0,0,0,0,62,54,9,25,10,5,0,0,0,2,0,2,1.95
17031830900,Census Tract 8309,1037680.0,0.0,+41.9286297,-087.6853728,2877,32.6,32.6,32.7,2877,2758,1940,147,28,130,15,23,57,5,10,2,18,2,1,0,1,0,511,119,21,18,15,44,0,0,0,5,1,4,2.31
17031830700,Census Tract 8307,860948.0,7945.0,+41.9583016,-087.6606982,4247,36.0,38.3,33.2,4247,4140,2118,1415,32,259,26,23,32,12,17,58,91,2,0,0,1,1,314,107,11,23,24,13,0,0,0,944,670,274,1.98
17031830800,Census Tract 8308,336531.0,0.0,+41.9651413,-087.6765775,2391,31.5,31.8,31.4,2391,2309,1852,104,10,156,20,21,35,7,16,6,51,0,0,0,0,0,187,82,4,27,17,19,0,0,0,0,0,0,1.72
17031830600,Census Tract 8306,661394.0,0.0,+42.0016980,-087.6735738,5005,31.2,31.3,31.1,5005,4755,2499,825,40,270,38,59,40,15,4,19,95,4,2,2,0,0,1117,250,18,27,52,66,8,7,1,11,9,2,2.57
17031813801,Census Tract 8138.01,842066.0,0.0,+41.8503424,-087.7434591,2893,27.8,26.9,28.6,2893,2804,1464,55,16,9,1,0,2,0,0,0,6,0,0,0,0,0,1260,89,1,6,4,58,0,0,0,0,0,0,3.96
17031770901,Census Tract 7709.01,1243605.0,0.0,+41.9705606,-087.8168677,4934,46.0,44.5,47.5,4934,4844,4383,15,10,321,69,35,174,2,14,12,15,0,0,0,0,0,115,90,10,27,5,40,0,0,0,0,0,0,2.52
17031841400,Census Tract 8414,238638.0,0.0,+41.8533099,-087.7144107,1559,28.9,26.1,31.6,1559,1548,53,1468,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,9,0,0,0,0,29,28,1,3.12
17031841700,Census Tract 8417,266796.0,0.0,+41.8531302,-087.7041818,1442,41.9,45.3,37.6,1442,1397,248,837,10,3,1,0,1,0,0,0,1,0,0,0,0,0,299,45,1,0,8,15,0,0,0,0,0,0,2.15
17031841600,Census Tract 8416,159367.0,0.0,+41.8553771,-087.7076032,1166,30.7,27.8,33.2,1166,1144,52,1070,2,8,2,2,0,0,0,4,0,0,0,0,0,0,12,22,0,1,6,3,0,0,0,195,106,89,3.38
17031840700,Census Tract 8407,541526.0,0.0,+41.8529302,-087.6942665,4249,27.2,28.0,26.0,4249,4088,1707,281,79,43,1,23,5,2,2,2,8,3,0,0,0,3,1975,161,23,5,9,100,0,0,0,137,96,41,3.51
17031071400,Census Tract 714,640574.0,683301.0,+41.9225714,-087.6295838,4570,33.7,34.8,32.7,4570,4468,3888,260,4,281,87,65,37,20,42,8,22,1,0,0,0,1,34,102,9,45,18,8,0,0,0,241,149,92,1.48
17031071500,Census Tract 715,895561.0,723065.0,+41.9142517,-087.6251017,5768,32.5,33.2,32.0,5768,5670,5100,282,8,245,92,54,18,19,31,4,27,10,9,0,1,0,25,98,8,51,16,7,0,0,0,0,0,0,1.48
17031071600,Census Tract 716,162135.0,0.0,+41.9164725,-087.6411828,1783,34.3,34.7,34.1,1783,1737,1543,101,3,69,19,19,6,2,19,0,4,1,0,0,1,0,20,46,9,21,1,6,0,0,0,0,0,0,2.26
17031071700,Census Tract 717,159947.0,0.0,+41.9128666,-087.6410718,1652,34.9,34.9,34.8,1652,1602,1330,195,3,64,8,28,4,5,8,2,9,0,0,0,0,0,10,50,0,17,13,2,0,0,0,10,8,2,2.22
17031071800,Census Tract 718,323368.0,0.0,+41.9145855,-087.6459660,2646,33.6,32.8,33.9,2646,2589,2051,416,2,98,33,25,14,8,5,5,8,6,0,0,0,6,16,57,3,31,9,5,0,0,0,0,0,0,2.26
17031080100,Census Tract 801,265778.0,0.0,+41.9075536,-087.6267898,6013,49.4,50.2,48.4,6013,5924,5448,150,4,275,114,53,31,20,25,4,28,0,0,0,0,0,47,89,7,28,18,21,0,0,0,0,0,0,1.52
17031080300,Census Tract 803,361488.0,0.0,+41.9074900,-087.6357986,4315,32.0,32.7,31.5,4315,4229,3590,266,5,327,128,50,57,14,40,8,30,2,1,0,0,1,39,86,3,46,16,5,0,0,0,0,0,0,1.66
17031080400,Census Tract 804,327343.0,0.0,+41.9074116,-087.6409021,4317,28.8,28.0,29.9,4317,4241,1545,2568,4,94,29,24,9,6,17,4,5,1,0,1,0,0,29,76,2,25,17,9,0,0,0,25,1,24,2.14
17031081000,Census Tract 810,298827.0,0.0,+41.9002655,-087.6321089,7546,31.2,31.5,31.0,7546,7399,5672,925,11,684,254,155,59,36,112,7,61,2,0,1,0,1,105,147,13,35,36,20,159,41,118,948,506,442,1.36
17031081100,Census Tract 811,102350.0,0.0,+41.9002065,-087.6291090,3640,32.6,35.4,30.3,3640,3575,2713,466,6,337,106,97,23,17,47,5,42,4,3,0,0,1,49,65,6,17,19,7,0,0,0,10,6,4,1.36
17031140500,Census Tract 1405,452820.0,0.0,+41.9653619,-087.7318319,3679,32.7,32.3,33.2,3679,3475,2220,103,30,384,52,5,190,6,30,63,38,0,0,0,0,0,738,204,10,32,40,69,0,0,0,0,0,0,3.02
17031140800,Census Tract 1408,724394.0,0.0,+41.9644942,-087.7027751,6825,33.3,32.7,33.9,6825,6548,4377,229,47,590,45,60,278,26,44,50,87,7,1,5,0,1,1298,277,12,72,34,108,0,0,0,0,0,0,2.6
17031150200,Census Tract 1502,1326771.0,0.0,+41.9606747,-087.7524131,7540,36.3,36.0,36.7,7540,7214,5561,177,43,497,52,28,261,17,43,42,54,5,0,0,1,4,931,326,40,71,60,90,0,0,0,17,10,7,2.49
17031150300,Census Tract 1503,1326521.0,0.0,+41.9605179,-087.7622859,7198,37.9,36.7,39.5,7198,6947,5830,90,33,328,38,12,203,23,19,12,21,0,0,0,0,0,666,251,27,57,31,86,0,0,0,3,1,2,2.51
17031150600,Census Tract 1506,656191.0,0.0,+41.9494731,-087.7717578,4163,36.1,34.9,37.5,4163,4018,3155,50,34,163,14,3,118,4,3,8,13,4,0,1,0,3,612,145,14,22,15,46,0,0,0,0,0,0,2.92
17031150700,Census Tract 1507,662397.0,0.0,+41.9495915,-087.7619580,4608,36.1,35.0,38.1,4608,4438,3226,88,36,173,6,5,140,8,1,1,12,2,0,0,0,2,913,170,8,34,24,71,0,0,0,0,0,0,2.97
17031310200,Census Tract 3102,320480.0,0.0,+41.8563085,-087.6442092,1336,32.8,33.4,32.0,1336,1283,782,88,21,39,4,12,9,4,4,1,5,0,0,0,0,0,353,53,7,6,8,23,0,0,0,60,51,9,2.23
17031310300,Census Tract 3103,318221.0,0.0,+41.8561398,-087.6489804,1697,30.0,30.2,29.7,1697,1608,830,69,30,59,30,4,13,1,6,1,4,3,0,0,3,0,617,89,1,13,15,42,0,0,0,0,0,0,2.64
17031310400,Census Tract 3104,124463.0,0.0,+41.8565069,-087.6522613,1332,30.5,30.8,30.2,1332,1261,668,74,26,31,3,8,2,2,12,0,4,0,0,0,0,0,462,71,14,3,6,31,0,0,0,0,0,0,2.53
17031310500,Census Tract 3105,163307.0,0.0,+41.8552251,-087.6547525,1700,29.2,29.6,28.9,1700,1636,712,46,25,8,1,4,1,0,1,0,1,0,0,0,0,0,845,64,1,5,5,37,0,0,0,6,6,0,3.03
17031081300,Census Tract 813,202656.0,0.0,+41.8983354,-087.6207531,4884,54.1,52.0,55.7,4884,4806,4110,179,2,485,143,161,58,27,50,9,37,0,0,0,0,0,30,78,2,46,9,2,0,0,0,4,4,0,1.47
17031010100,Census Tract 101,381061.0,0.0,+42.0212617,-087.6698442,4854,34.6,35.3,34.0,4854,4634,1810,2437,33,150,28,28,45,6,9,1,33,1,0,0,1,0,203,220,9,32,64,22,98,67,31,120,74,46,2.01
17031010300,Census Tract 103,472017.0,0.0,+42.0159407,-087.6665351,6236,39.3,38.3,40.5,6236,6006,3267,1722,21,346,41,62,43,17,18,5,160,16,0,0,1,15,634,230,17,42,60,28,774,352,422,17,13,4,1.93
17031010400,Census Tract 104,548754.0,602605.0,+42.0064028,-087.6571350,5042,25.6,28.7,23.0,5042,4820,3341,729,17,562,180,69,81,7,37,15,173,5,2,0,0,3,166,222,17,71,39,16,0,0,0,1349,455,894,1.76
17031010600,Census Tract 106,494956.0,0.0,+42.0062784,-087.6676833,6097,33.9,34.8,32.9,6097,5892,3459,1542,33,329,68,51,68,19,15,17,91,1,0,0,1,0,528,205,15,42,55,21,167,112,55,8,5,3,2.01
17031020100,Census Tract 201,411316.0,0.0,+42.0157197,-087.6871154,3965,35.3,33.9,36.3,3965,3795,1529,1182,28,608,156,57,163,20,15,61,136,4,0,0,0,4,444,170,4,31,51,29,0,0,0,48,4,44,2.6
17031020200,Census Tract 202,1241960.0,0.0,+42.0156903,-087.6995191,6676,37.4,36.9,37.9,6676,6462,4069,618,8,1394,393,168,279,20,53,267,214,1,1,0,0,0,372,214,14,68,44,35,112,60,52,6,6,0,3.19
17031020400,Census Tract 204,555414.0,0.0,+42.0084869,-087.6859126,4168,37.7,37.0,38.3,4168,3999,2266,718,27,530,140,73,93,26,17,27,154,0,0,0,0,0,458,169,10,34,28,49,2,2,0,13,12,1,2.46
17031150800,Census Tract 1508,661051.0,0.0,+41.9497086,-087.7521182,5280,33.3,33.1,33.5,5280,5068,3622,153,50,219,28,14,142,8,12,3,12,8,0,2,0,6,1016,212,25,36,28,81,0,0,0,30,24,6,2.99
17031151100,Census Tract 1511,660846.0,0.0,+41.9422903,-087.7617175,5458,36.4,35.5,37.8,5458,5260,3752,79,57,220,11,3,168,3,4,14,17,3,0,0,0,3,1149,198,14,19,9,105,0,0,0,8,4,4,3.07
17031151200,Census Tract 1512,655584.0,0.0,+41.9421690,-087.7714953,3884,38.3,36.7,39.7,3884,3765,2910,40,38,202,19,3,160,3,9,3,5,0,0,0,0,0,575,119,2,18,11,60,0,0,0,0,0,0,3.12
17031160100,Census Tract 1601,593560.0,0.0,+41.9646284,-087.7427951,2485,37.0,36.0,38.1,2485,2366,1761,62,14,256,24,12,120,3,31,30,36,0,0,0,0,0,273,119,7,35,32,21,0,0,0,0,0,0,2.62
17031160200,Census Tract 1602,957668.0,0.0,+41.9587909,-087.7384021,3443,36.3,35.0,38.2,3443,3290,2587,94,9,276,21,23,142,8,21,29,32,1,1,0,0,0,323,153,19,38,24,42,38,18,20,9,2,7,2.59
17031160300,Census Tract 1603,426173.0,0.0,+41.9572682,-087.7308958,3785,36.5,36.0,37.2,3785,3612,2608,315,12,369,84,25,110,22,14,0,114,0,0,0,0,0,308,173,21,42,30,36,106,59,47,12,11,1,1.98
17031160400,Census Tract 1604,657337.0,0.0,+41.9573657,-087.7228239,4768,34.6,34.4,34.7,4768,4495,3159,202,23,281,46,15,146,12,15,2,45,6,0,6,0,0,824,273,45,30,51,100,0,0,0,7,7,0,2.58
17031310600,Census Tract 3106,543019.0,0.0,+41.8563348,-087.6595657,5868,30.0,30.4,29.5,5868,5671,2695,404,65,87,14,20,28,3,13,2,7,2,0,0,0,2,2418,197,31,14,15,87,0,0,0,216,194,22,2.62
17031310700,Census Tract 3107,160036.0,0.0,+41.8559903,-087.6649061,1692,29.7,30.7,28.6,1692,1626,805,26,36,16,1,5,4,2,1,1,2,3,1,0,0,2,740,66,2,8,8,28,0,0,0,32,30,2,2.76
17031310800,Census Tract 3108,332783.0,0.0,+41.8559337,-087.6685737,4516,29.2,29.3,29.0,4516,4358,2018,107,84,26,7,3,6,1,6,1,2,0,0,0,0,0,2123,158,8,8,17,79,0,0,0,1,1,0,3.19
17031310900,Census Tract 3109,484908.0,0.0,+41.8557716,-087.6746741,5123,28.6,28.3,28.8,5123,4952,2200,105,71,45,14,4,11,2,11,1,2,0,0,0,0,0,2531,171,10,13,25,95,0,0,0,0,0,0,3.11
17031320400,Census Tract 3204,806493.0,652778.0,+41.8758170,-087.6172556,2518,20.5,20.8,20.2,2518,2439,1777,444,11,144,36,33,25,6,22,4,18,2,0,0,0,2,61,79,6,8,23,10,0,0,0,2021,893,1128,1.65
17031320600,Census Tract 3206,609103.0,549337.0,+41.8705542,-087.6165962,4256,30.4,31.1,29.8,4256,4109,2633,696,4,697,210,218,77,15,108,7,62,1,0,0,1,0,78,147,8,53,23,8,0,0,0,610,245,365,1.6
17031815900,Census Tract 8159,662904.0,0.0,+41.8832376,-087.8097243,4392,40.9,39.4,42.4,4392,4268,2266,1652,15,249,79,38,63,4,17,5,43,1,0,0,1,0,85,124,10,26,25,10,0,0,0,0,0,0,1.64
17031816000,Census Tract 8160,1262890.0,0.0,+41.8763759,-087.8163473,3330,37.2,37.0,37.3,3330,3247,2216,775,8,166,48,20,40,15,8,5,30,2,0,1,0,1,80,83,3,23,30,5,0,0,0,12,9,3,1.99
17031816100,Census Tract 8161,6116484.0,0.0,+41.8615643,-087.8183867,6445,39.7,38.1,40.9,6445,6249,3332,2156,15,432,161,51,138,6,22,10,44,0,0,0,0,0,314,196,5,61,43,34,156,81,75,7,5,2,2.23
17031816200,Census Tract 8162,1920180.0,0.0,+41.9036187,-087.8408339,4192,40.3,38.5,43.3,4192,4101,2668,461,27,141,14,8,88,1,0,6,24,0,0,0,0,0,804,91,15,8,13,28,0,0,0,0,0,0,2.56
17031020500,Census Tract 205,771656.0,0.0,+42.0013129,-087.6841982,6214,33.0,32.4,33.8,6214,5942,2167,1221,54,1684,738,150,83,16,25,117,555,1,0,0,0,1,815,272,18,56,24,42,239,138,101,2,0,2,2.88
17031221100,Census Tract 2211,440039.0,0.0,+41.9210205,-087.7103609,4870,31.4,31.5,31.3,4870,4628,2875,547,24,74,10,11,22,7,12,0,12,4,2,2,0,0,1104,242,30,17,39,110,196,117,79,0,0,0,2.43
17031221200,Census Tract 2212,330423.0,0.0,+41.9210831,-087.7046500,2860,30.3,30.3,30.2,2860,2740,1848,214,17,86,32,6,16,1,20,0,11,2,0,0,0,2,573,120,11,16,25,26,0,0,0,7,6,1,2.39
17031221300,Census Tract 2213,330103.0,0.0,+41.9211256,-087.6997541,3222,30.0,30.3,29.5,3222,3121,2010,192,19,96,18,15,14,5,18,1,25,4,1,0,2,1,800,101,7,28,22,26,0,0,0,122,88,34,2.41
