shapeid,x,y
,,
208,-87.663618,41.85256
,,
208,-87.663614,41.85238
,,
208,-87.664096,41.852372
,,
208,-87.664503,41.852366
,,
208,-87.665542,41.852342
,,
208,-87.665766,41.852337
,,
208,-87.666024,41.852331
,,
208,-87.666025,41.852511
,,
208,-87.666025,41.85256
,,
208,-87.666017,41.852829
,,
208,-87.666026,41.853088
,,
208,-87.666033,41.853302
,,
208,-87.66605,41.854161
,,
208,-87.666054,41.854341
,,
208,-87.666068,41.854884
,,
208,-87.666073,41.855065
,,
208,-87.666076,41.855246
,,
208,-87.666086,41.855792
,,
208,-87.666087,41.855813
,,
208,-87.666095,41.855974
,,
208,-87.6661,41.856156
,,
208,-87.666117,41.856702
,,
208,-87.666123,41.856885
,,
208,-87.666126,41.857066
,,
208,-87.666135,41.857612
,,
208,-87.666138,41.857794
,,
208,-87.666146,41.857975
,,
208,-87.666161,41.85831
,,
208,-87.66617,41.858518
,,
208,-87.666179,41.8587
,,
208,-87.666182,41.858881
,,
208,-87.666194,41.859425
,,
208,-87.666198,41.859607
,,
208,-87.665907,41.859611
,,
208,-87.665828,41.859613
,,
208,-87.665719,41.859614
,,
208,-87.664286,41.859638
,,
208,-87.663808,41.859647
,,
208,-87.663802,41.859465
,,
208,-87.663801,41.859421
,,
208,-87.663794,41.859195
,,
208,-87.663789,41.858968
,,
208,-87.663787,41.858922
,,
208,-87.663784,41.858741
,,
208,-87.66378,41.858559
,,
208,-87.66378,41.858515
,,
208,-87.663776,41.858289
,,
208,-87.66377,41.858062
,,
208,-87.663768,41.858016
,,
208,-87.663763,41.857835
,,
208,-87.663757,41.857654
,,
208,-87.663756,41.857605
,,
208,-87.66375,41.857375
,,
208,-87.663743,41.857153
,,
208,-87.663741,41.857111
,,
208,-87.663736,41.856931
,,
208,-87.663731,41.856749
,,
208,-87.66373,41.8567
,,
208,-87.663725,41.856469
,,
208,-87.66372,41.856245
,,
208,-87.663719,41.856203
,,
208,-87.663715,41.856021
,,
208,-87.66371,41.85584
,,
208,-87.663709,41.855794
,,
208,-87.663703,41.855566
,,
208,-87.663698,41.855343
,,
208,-87.663697,41.855299
,,
208,-87.663693,41.855119
,,
208,-87.663692,41.855074
,,
208,-87.663688,41.854939
,,
208,-87.663688,41.854894
,,
208,-87.663683,41.854757
,,
208,-87.663669,41.854346
,,
208,-87.663665,41.85421
,,
208,-87.663659,41.854046
,,
209,-87.670938,41.852248
,,
209,-87.670945,41.85243
,,
209,-87.670947,41.852476
,,
209,-87.670956,41.852704
,,
209,-87.670963,41.852934
,,
209,-87.670964,41.852979
,,
209,-87.67097,41.853163
,,
209,-87.670974,41.853345
,,
209,-87.670976,41.853391
,,
209,-87.670983,41.853619
,,
209,-87.670982,41.85377
,,
209,-87.670984,41.853893
,,
209,-87.670987,41.853991
,,
209,-87.670995,41.854076
,,
209,-87.671001,41.854145
,,
209,-87.671001,41.854183
,,
209,-87.67101,41.854507
,,
209,-87.671011,41.85454
,,
209,-87.671012,41.854564
,,
209,-87.671013,41.854616
,,
209,-87.671015,41.854691
,,
209,-87.671021,41.854916
,,
209,-87.671023,41.854991
,,
209,-87.671027,41.855173
,,
209,-87.671029,41.85522
,,
209,-87.671035,41.855449
,,
209,-87.671042,41.855676
,,
209,-87.671043,41.85572
,,
209,-87.671048,41.855903
,,
209,-87.671052,41.856085
,,
209,-87.671054,41.85613
,,
209,-87.671061,41.856357
,,
209,-87.671068,41.856586
,,
209,-87.671069,41.856632
,,
209,-87.671075,41.856815
,,
209,-87.671078,41.856996
,,
209,-87.67108,41.857045
,,
209,-87.671085,41.857275
,,
209,-87.671091,41.8575
,,
209,-87.671092,41.857542
,,
209,-87.671097,41.857724
,,
209,-87.671102,41.857906
,,
209,-87.671104,41.857953
,,
209,-87.671112,41.858183
,,
209,-87.671118,41.85841
,,
209,-87.671118,41.858455
,,
209,-87.671123,41.858638
,,
209,-87.671126,41.858818
,,
209,-87.671127,41.858865
,,
209,-87.671131,41.859092
,,
209,-87.671137,41.859317
,,
209,-87.671138,41.859361
,,
209,-87.671143,41.859542
,,
209,-87.670878,41.859548
,,
209,-87.670769,41.85955
,,
209,-87.670612,41.859553
,,
209,-87.669943,41.859562
,,
209,-87.669647,41.859566
,,
209,-87.669274,41.859572
,,
209,-87.669201,41.859573
,,
209,-87.66916,41.859573
,,
209,-87.668819,41.859576
,,
209,-87.668706,41.859578
,,
209,-87.668341,41.859581
,,
209,-87.667248,41.859594
,,
209,-87.666884,41.859599
,,
209,-87.666746,41.8596
,,
209,-87.666335,41.859605
,,
209,-87.666198,41.859607
,,
209,-87.666194,41.859425
,,
209,-87.666182,41.858881
,,
209,-87.666179,41.8587
,,
209,-87.66617,41.858518
,,
209,-87.666161,41.85831
,,
209,-87.666146,41.857975
,,
209,-87.666138,41.857794
,,
209,-87.666135,41.857612
,,
209,-87.666126,41.857066
,,
209,-87.666123,41.856885
,,
209,-87.666117,41.856702
,,
209,-87.6661,41.856156
,,
209,-87.666095,41.855974
,,
209,-87.666087,41.855813
,,
209,-87.666086,41.855792
,,
209,-87.666076,41.855246
,,
209,-87.666073,41.855065
,,
209,-87.666068,41.854884
,,
209,-87.666054,41.854341
,,
209,-87.66605,41.854161
,,
209,-87.666033,41.853302
,,
209,-87.666026,41.853088
,,
209,-87.666017,41.852829
,,
209,-87.666025,41.85256
,,
209,-87.666025,41.852511
,,
209,-87.666024,41.852331
,,
209,-87.666518,41.85232
,,
209,-87.666798,41.852314
,,
209,-87.668003,41.852293
,,
209,-87.668498,41.852285
,,
209,-87.668985,41.852277
,,
209,-87.669943,41.852263
,,
209,-87.670449,41.852255
,,
209,-87.670938,41.852248
,,
210,-87.678344,41.853977
,,
210,-87.678346,41.854088
,,
210,-87.67835,41.854208
,,
210,-87.678354,41.854422
,,
210,-87.678355,41.85444
,,
210,-87.678356,41.854506
,,
210,-87.678357,41.854534
,,
210,-87.678359,41.854605
,,
210,-87.678366,41.854821
,,
210,-87.678369,41.854893
,,
210,-87.678374,41.855075
,,
210,-87.678376,41.855118
,,
210,-87.678382,41.855343
,,
210,-87.678388,41.855574
,,
210,-87.678389,41.855623
,,
210,-87.678393,41.855806
,,
210,-87.678397,41.855989
,,
210,-87.678398,41.856034
,,
210,-87.678404,41.856263
,,
210,-87.678408,41.856538
,,
210,-87.67841,41.856603
,,
210,-87.678417,41.856722
,,
210,-87.678424,41.856904
,,
210,-87.678426,41.856949
,,
210,-87.678434,41.857176
,,
210,-87.67844,41.857405
,,
210,-87.678441,41.857451
,,
210,-87.678446,41.857634
,,
210,-87.67845,41.85781
,,
210,-87.678452,41.85786
,,
210,-87.678457,41.858086
,,
210,-87.678465,41.858341
,,
210,-87.678469,41.858464
,,
210,-87.678455,41.858484
,,
210,-87.678431,41.858501
,,
210,-87.678433,41.858542
,,
210,-87.678442,41.858666
,,
210,-87.678445,41.858708
,,
210,-87.678454,41.858754
,,
210,-87.678481,41.858895
,,
210,-87.678491,41.858942
,,
210,-87.678001,41.85901
,,
210,-87.676531,41.859217
,,
210,-87.676042,41.859286
,,
210,-87.67579,41.859311
,,
210,-87.675038,41.859386
,,
210,-87.674787,41.859411
,,
210,-87.674549,41.859431
,,
210,-87.673836,41.859495
,,
210,-87.673599,41.859517
,,
210,-87.673107,41.859513
,,
210,-87.673079,41.859513
,,
210,-87.672377,41.859522
,,
210,-87.671634,41.85953
,,
210,-87.671343,41.859534
,,
210,-87.671143,41.859542
,,
210,-87.671138,41.859361
,,
210,-87.671137,41.859317
,,
210,-87.671131,41.859092
,,
210,-87.671127,41.858865
,,
210,-87.671126,41.858818
,,
210,-87.671123,41.858638
,,
210,-87.671118,41.858455
,,
210,-87.671118,41.85841
,,
210,-87.671112,41.858183
,,
210,-87.671104,41.857953
,,
210,-87.671102,41.857906
,,
210,-87.671097,41.857724
,,
210,-87.671092,41.857542
,,
210,-87.671091,41.8575
,,
210,-87.671085,41.857275
,,
210,-87.67108,41.857045
,,
210,-87.671078,41.856996
,,
210,-87.671075,41.856815
,,
210,-87.671069,41.856632
,,
210,-87.671068,41.856586
,,
210,-87.671061,41.856357
,,
210,-87.671054,41.85613
,,
210,-87.671052,41.856085
,,
210,-87.671048,41.855903
,,
210,-87.671043,41.85572
,,
210,-87.671042,41.855676
,,
210,-87.671035,41.855449
,,
210,-87.671029,41.85522
,,
210,-87.671027,41.855173
,,
210,-87.671023,41.854991
,,
210,-87.671021,41.854916
,,
210,-87.671015,41.854691
,,
210,-87.671013,41.854616
,,
210,-87.671012,41.854564
,,
210,-87.671011,41.85454
,,
210,-87.67101,41.854507
,,
210,-87.671001,41.854183
,,
210,-87.671001,41.854145
,,
210,-87.670995,41.854076
,,
210,-87.670987,41.853991
,,
210,-87.670984,41.853893
,,
210,-87.670982,41.85377
,,
210,-87.670983,41.853619
,,
210,-87.670976,41.853391
,,
210,-87.670974,41.853345
,,
210,-87.67097,41.853163
,,
210,-87.670964,41.852979
,,
210,-87.670963,41.852934
,,
210,-87.670956,41.852704
,,
210,-87.670947,41.852476
,,
210,-87.670945,41.85243
,,
210,-87.670938,41.852248
,,
210,-87.671428,41.85224
,,
210,-87.6729,41.852218
,,
210,-87.673391,41.852211
,,
210,-87.67388,41.852204
,,
210,-87.67535,41.852182
,,
210,-87.67584,41.852176
,,
210,-87.67633,41.852168
,,
210,-87.677802,41.852144
,,
210,-87.678293,41.852137
,,
210,-87.678297,41.852321
,,
210,-87.678298,41.852366
,,
210,-87.678303,41.852596
,,
210,-87.678311,41.852828
,,
210,-87.678312,41.852875
,,
210,-87.678318,41.85306
,,
210,-87.678323,41.853243
,,
210,-87.678325,41.85329
,,
210,-87.678332,41.85352
,,
210,-87.678338,41.853748
,,
210,-87.678339,41.853793
,,
210,-87.678344,41.853977
,,
211,-87.616444,41.882335
,,
211,-87.609247,41.882334
,,
211,-87.605622,41.875033
,,
211,-87.605567,41.874913
,,
211,-87.605405,41.874553
,,
211,-87.605351,41.874433
,,
211,-87.607515,41.874432
,,
211,-87.61401,41.87443
,,
211,-87.616176,41.87443
,,
211,-87.616178,41.8742
,,
211,-87.616184,41.873509
,,
211,-87.616187,41.87328
,,
211,-87.61621,41.873279
,,
211,-87.617081,41.873259
,,
211,-87.617128,41.873258
,,
211,-87.617266,41.873256
,,
211,-87.617313,41.873256
,,
211,-87.617969,41.873248
,,
211,-87.618492,41.873243
,,
211,-87.619937,41.873222
,,
211,-87.620593,41.873213
,,
211,-87.62102,41.873206
,,
211,-87.62224,41.873189
,,
211,-87.622301,41.873188
,,
211,-87.622619,41.873183
,,
211,-87.622729,41.873182
,,
211,-87.622999,41.873178
,,
211,-87.62301,41.873177
,,
211,-87.623853,41.873165
,,
211,-87.624135,41.873162
,,
211,-87.624141,41.873417
,,
211,-87.624161,41.874182
,,
211,-87.624165,41.874333
,,
211,-87.624162,41.874438
,,
211,-87.624311,41.874433
,,
211,-87.624992,41.874412
,,
211,-87.624993,41.874427
,,
211,-87.625122,41.874424
,,
211,-87.625996,41.874409
,,
211,-87.626065,41.874407
,,
211,-87.626087,41.874406
,,
211,-87.626126,41.874406
,,
211,-87.62636,41.8744
,,
211,-87.626452,41.874399
,,
211,-87.626528,41.874397
,,
211,-87.626709,41.874394
,,
211,-87.626759,41.874393
,,
211,-87.626837,41.874392
,,
211,-87.626977,41.87439
,,
211,-87.627077,41.874389
,,
211,-87.6274,41.874377
,,
211,-87.627541,41.874373
,,
211,-87.627541,41.874408
,,
211,-87.627544,41.874516
,,
211,-87.627545,41.874552
,,
211,-87.627549,41.87477
,,
211,-87.627562,41.875427
,,
211,-87.627563,41.875452
,,
211,-87.627618,41.875638
,,
211,-87.627624,41.875896
,,
211,-87.627645,41.876671
,,
211,-87.627651,41.876894
,,
211,-87.627652,41.87693
,,
211,-87.627653,41.876963
,,
211,-87.627656,41.877179
,,
211,-87.627665,41.877622
,,
211,-87.627671,41.877926
,,
211,-87.627677,41.878176
,,
211,-87.62768,41.878308
,,
211,-87.627691,41.878707
,,
211,-87.627694,41.87878
,,
211,-87.627695,41.87884
,,
211,-87.627698,41.878964
,,
211,-87.627707,41.879337
,,
211,-87.62771,41.879462
,,
211,-87.627712,41.879588
,,
211,-87.627721,41.879967
,,
211,-87.627724,41.880094
,,
211,-87.627726,41.880223
,,
211,-87.627732,41.880613
,,
211,-87.627733,41.880651
,,
211,-87.627727,41.880743
,,
211,-87.627722,41.880834
,,
211,-87.62773,41.881003
,,
211,-87.627758,41.881563
,,
211,-87.627763,41.881785
,,
211,-87.627765,41.881853
,,
211,-87.627806,41.882042
,,
211,-87.627636,41.882057
,,
211,-87.627594,41.882062
,,
211,-87.627126,41.882069
,,
211,-87.626956,41.882072
,,
211,-87.626807,41.882074
,,
211,-87.626661,41.882077
,,
211,-87.626363,41.882075
,,
211,-87.626327,41.882075
,,
211,-87.626235,41.882079
,,
211,-87.626215,41.88208
,,
211,-87.626143,41.882083
,,
211,-87.626039,41.882084
,,
211,-87.625512,41.882092
,,
211,-87.625337,41.882096
,,
211,-87.625165,41.882098
,,
211,-87.624648,41.882106
,,
211,-87.624477,41.882109
,,
211,-87.624467,41.882107
,,
211,-87.624296,41.882119
,,
211,-87.624291,41.88186
,,
211,-87.624291,41.881858
,,
211,-87.624249,41.881087
,,
211,-87.624241,41.880934
,,
211,-87.624242,41.880829
,,
211,-87.623995,41.880832
,,
211,-87.623255,41.880841
,,
211,-87.623175,41.880842
,,
211,-87.623009,41.880844
,,
211,-87.622986,41.880844
,,
211,-87.622969,41.880845
,,
211,-87.622918,41.880845
,,
211,-87.622896,41.880846
,,
211,-87.622475,41.880852
,,
211,-87.622154,41.880857
,,
211,-87.621212,41.880868
,,
211,-87.620791,41.880873
,,
211,-87.62013,41.880882
,,
211,-87.618148,41.880908
,,
211,-87.617488,41.880918
,,
211,-87.61744,41.880918
,,
211,-87.617299,41.88092
,,
211,-87.617253,41.880921
,,
211,-87.616952,41.880918
,,
211,-87.616052,41.880909
,,
211,-87.615752,41.880907
,,
211,-87.615796,41.881405
,,
211,-87.616406,41.8814
,,
211,-87.616444,41.882335
,,
212,-87.625122,41.874424
,,
212,-87.624993,41.874427
,,
212,-87.624992,41.874412
,,
212,-87.624311,41.874433
,,
212,-87.624162,41.874438
,,
212,-87.624165,41.874333
,,
212,-87.624161,41.874182
,,
212,-87.624141,41.873417
,,
212,-87.624135,41.873162
,,
212,-87.623853,41.873165
,,
212,-87.62301,41.873177
,,
212,-87.622999,41.873178
,,
212,-87.622729,41.873182
,,
212,-87.622619,41.873183
,,
212,-87.622301,41.873188
,,
212,-87.62224,41.873189
,,
212,-87.62102,41.873206
,,
212,-87.620593,41.873213
,,
212,-87.619937,41.873222
,,
212,-87.618492,41.873243
,,
212,-87.617969,41.873248
,,
212,-87.617313,41.873256
,,
212,-87.617266,41.873256
,,
212,-87.617128,41.873258
,,
212,-87.617081,41.873259
,,
212,-87.61621,41.873279
,,
212,-87.616187,41.87328
,,
212,-87.616184,41.873509
,,
212,-87.616178,41.8742
,,
212,-87.616176,41.87443
,,
212,-87.61401,41.87443
,,
212,-87.607515,41.874432
,,
212,-87.605351,41.874433
,,
212,-87.605346,41.874202
,,
212,-87.605331,41.873509
,,
212,-87.605327,41.873279
,,
212,-87.605312,41.872586
,,
212,-87.605269,41.87051
,,
212,-87.605255,41.869818
,,
212,-87.607137,41.869522
,,
212,-87.612783,41.868636
,,
212,-87.614666,41.868341
,,
212,-87.614776,41.868252
,,
212,-87.61478,41.868251
,,
212,-87.615216,41.86825
,,
212,-87.615362,41.86825
,,
212,-87.615599,41.868226
,,
212,-87.616313,41.868156
,,
212,-87.616551,41.868133
,,
212,-87.616875,41.868183
,,
212,-87.61722,41.868238
,,
212,-87.617847,41.868336
,,
212,-87.617888,41.868343
,,
212,-87.61803,41.868366
,,
212,-87.618171,41.868388
,,
212,-87.618332,41.868214
,,
212,-87.618589,41.867939
,,
212,-87.618645,41.867874
,,
212,-87.618807,41.867683
,,
212,-87.618962,41.867503
,,
212,-87.618988,41.867512
,,
212,-87.619067,41.867542
,,
212,-87.619094,41.867552
,,
212,-87.619227,41.867602
,,
212,-87.619349,41.867604
,,
212,-87.619408,41.867605
,,
212,-87.620022,41.867587
,,
212,-87.620144,41.867587
,,
212,-87.620409,41.867587
,,
212,-87.620522,41.867587
,,
212,-87.620846,41.867588
,,
212,-87.620861,41.867587
,,
212,-87.620974,41.867587
,,
212,-87.620991,41.867586
,,
212,-87.621045,41.867586
,,
212,-87.621063,41.867586
,,
212,-87.621083,41.867585
,,
212,-87.621145,41.867584
,,
212,-87.621166,41.867584
,,
212,-87.621467,41.867579
,,
212,-87.621748,41.867575
,,
212,-87.622371,41.867567
,,
212,-87.62245,41.867566
,,
212,-87.622562,41.867564
,,
212,-87.622673,41.867562
,,
212,-87.622942,41.867554
,,
212,-87.623356,41.867544
,,
212,-87.623751,41.867535
,,
212,-87.624021,41.86753
,,
212,-87.624151,41.867537
,,
212,-87.624199,41.867527
,,
212,-87.624469,41.867521
,,
212,-87.624692,41.867517
,,
212,-87.624995,41.867506
,,
212,-87.62548,41.867495
,,
212,-87.625527,41.867494
,,
212,-87.625818,41.867495
,,
212,-87.625965,41.867495
,,
212,-87.626405,41.867496
,,
212,-87.626553,41.867497
,,
212,-87.62667,41.867492
,,
212,-87.626731,41.867489
,,
212,-87.626821,41.867485
,,
212,-87.627023,41.867477
,,
212,-87.627275,41.867475
,,
212,-87.627427,41.867475
,,
212,-87.62738,41.867825
,,
212,-87.627359,41.867991
,,
212,-87.627375,41.868663
,,
212,-87.627384,41.868883
,,
212,-87.627399,41.869237
,,
212,-87.627401,41.869374
,,
212,-87.627408,41.869786
,,
212,-87.627409,41.869795
,,
212,-87.627412,41.869924
,,
212,-87.627414,41.870043
,,
212,-87.627421,41.870402
,,
212,-87.627424,41.870522
,,
212,-87.62743,41.870779
,,
212,-87.627449,41.87155
,,
212,-87.627456,41.871808
,,
212,-87.627458,41.871907
,,
212,-87.627466,41.872204
,,
212,-87.627469,41.872304
,,
212,-87.627471,41.872461
,,
212,-87.627479,41.872935
,,
212,-87.627482,41.873093
,,
212,-87.627485,41.873349
,,
212,-87.62749,41.873611
,,
212,-87.627527,41.873909
,,
212,-87.627536,41.874094
,,
212,-87.627536,41.874116
,,
212,-87.627541,41.874373
,,
212,-87.6274,41.874377
,,
212,-87.627077,41.874389
,,
212,-87.626977,41.87439
,,
212,-87.626837,41.874392
,,
212,-87.626759,41.874393
,,
212,-87.626709,41.874394
,,
212,-87.626528,41.874397
,,
212,-87.626452,41.874399
,,
212,-87.62636,41.8744
,,
212,-87.626126,41.874406
,,
212,-87.626087,41.874406
,,
212,-87.626065,41.874407
,,
212,-87.625996,41.874409
,,
212,-87.625122,41.874424
,,
213,-87.804947,41.885875
,,
213,-87.804938,41.885638
,,
213,-87.804937,41.885633
,,
213,-87.804929,41.885402
,,
213,-87.804921,41.885178
,,
213,-87.804897,41.884508
,,
213,-87.804889,41.884285
,,
213,-87.804882,41.884072
,,
213,-87.804866,41.883541
,,
213,-87.80486,41.883434
,,
213,-87.804851,41.883222
,,
213,-87.804844,41.883081
,,
213,-87.804826,41.882855
,,
213,-87.8048,41.882524
,,
213,-87.804779,41.882085
,,
213,-87.80477,41.881756
,,
213,-87.80476,41.88139
,,
213,-87.80475,41.88104
,,
213,-87.804744,41.880779
,,
213,-87.804729,41.880168
,,
213,-87.804725,41.87999
,,
213,-87.804724,41.879904
,,
213,-87.80472,41.879641
,,
213,-87.804888,41.879641
,,
213,-87.80501,41.879642
,,
213,-87.805392,41.879634
,,
213,-87.805561,41.879631
,,
213,-87.805655,41.87963
,,
213,-87.80594,41.879626
,,
213,-87.806035,41.879626
,,
213,-87.806234,41.879624
,,
213,-87.806355,41.879623
,,
213,-87.806789,41.879609
,,
213,-87.806833,41.879608
,,
213,-87.807033,41.879606
,,
213,-87.807097,41.879605
,,
213,-87.80729,41.879602
,,
213,-87.807307,41.879602
,,
213,-87.807355,41.879604
,,
213,-87.807559,41.879598
,,
213,-87.807656,41.879596
,,
213,-87.807958,41.879587
,,
213,-87.808168,41.879581
,,
213,-87.808173,41.87958
,,
213,-87.808378,41.879575
,,
213,-87.808621,41.879568
,,
213,-87.80935,41.879549
,,
213,-87.809594,41.879544
,,
213,-87.809813,41.87954
,,
213,-87.810473,41.87953
,,
213,-87.81056,41.879529
,,
213,-87.810694,41.879527
,,
213,-87.810784,41.879526
,,
213,-87.811057,41.879522
,,
213,-87.811148,41.879522
,,
213,-87.811323,41.879518
,,
213,-87.81185,41.879506
,,
213,-87.812026,41.879503
,,
213,-87.81225,41.879501
,,
213,-87.812262,41.8795
,,
213,-87.812973,41.879478
,,
213,-87.81321,41.879471
,,
213,-87.813336,41.879468
,,
213,-87.813714,41.87946
,,
213,-87.813841,41.879458
,,
213,-87.813962,41.879455
,,
213,-87.814328,41.879448
,,
213,-87.81445,41.879446
,,
213,-87.814458,41.879672
,,
213,-87.814462,41.879803
,,
213,-87.814466,41.879897
,,
213,-87.814482,41.880334
,,
213,-87.814498,41.88077
,,
213,-87.814501,41.880875
,,
213,-87.814506,41.881002
,,
213,-87.814515,41.881233
,,
213,-87.81452,41.881392
,,
213,-87.814538,41.88187
,,
213,-87.814545,41.88203
,,
213,-87.814552,41.882238
,,
213,-87.814573,41.882865
,,
213,-87.814581,41.883074
,,
213,-87.814589,41.883291
,,
213,-87.814591,41.883345
,,
213,-87.8146,41.883616
,,
213,-87.81461,41.883889
,,
213,-87.814612,41.883944
,,
213,-87.81462,41.884162
,,
213,-87.814624,41.88428
,,
213,-87.814637,41.884636
,,
213,-87.814642,41.884755
,,
213,-87.814648,41.884853
,,
213,-87.814653,41.885145
,,
213,-87.814656,41.885243
,,
213,-87.814664,41.88547
,,
213,-87.814665,41.88549
,,
213,-87.814675,41.885736
,,
213,-87.814687,41.886057
,,
213,-87.81469,41.886151
,,
213,-87.8147,41.886378
,,
213,-87.814701,41.88643
,,
213,-87.814704,41.886544
,,
213,-87.814707,41.886586
,,
213,-87.814711,41.886639
,,
213,-87.814713,41.886684
,,
213,-87.814715,41.886703
,,
213,-87.814715,41.886821
,,
213,-87.814716,41.886867
,,
213,-87.814381,41.886872
,,
213,-87.813377,41.88689
,,
213,-87.813043,41.886896
,,
213,-87.812386,41.886902
,,
213,-87.810415,41.886923
,,
213,-87.809759,41.886931
,,
213,-87.809652,41.886931
,,
213,-87.809331,41.886931
,,
213,-87.809224,41.886931
,,
213,-87.80908,41.886932
,,
213,-87.808651,41.886938
,,
213,-87.808508,41.88694
,,
213,-87.808318,41.886943
,,
213,-87.807748,41.886954
,,
213,-87.807559,41.886958
,,
213,-87.807044,41.886962
,,
213,-87.8055,41.886978
,,
213,-87.804986,41.886983
,,
213,-87.804984,41.886926
,,
213,-87.804983,41.886878
,,
213,-87.804981,41.886798
,,
213,-87.804979,41.886757
,,
213,-87.804977,41.886701
,,
213,-87.804892,41.886645
,,
213,-87.804884,41.886634
,,
213,-87.804972,41.886559
,,
213,-87.804963,41.886327
,,
213,-87.80496,41.886217
,,
213,-87.804947,41.885875
,,
214,-87.812399,41.874091
,,
214,-87.8124,41.874091
,,
214,-87.812585,41.874067
,,
214,-87.812654,41.874057
,,
214,-87.81271,41.874048
,,
214,-87.812881,41.874022
,,
214,-87.812938,41.874014
,,
214,-87.812986,41.874007
,,
214,-87.813188,41.87397
,,
214,-87.813542,41.873906
,,
214,-87.813742,41.873867
,,
214,-87.813933,41.873823
,,
214,-87.813935,41.873822
,,
214,-87.814128,41.87377
,,
214,-87.814181,41.873755
,,
214,-87.814318,41.873718
,,
214,-87.814378,41.873708
,,
214,-87.814431,41.873692
,,
214,-87.814773,41.873595
,,
214,-87.815176,41.873476
,,
214,-87.815286,41.873445
,,
214,-87.815425,41.873405
,,
214,-87.815563,41.873364
,,
214,-87.816185,41.873181
,,
214,-87.817183,41.87289
,,
214,-87.817554,41.872786
,,
214,-87.818418,41.872596
,,
214,-87.818486,41.872581
,,
214,-87.818784,41.872521
,,
214,-87.819175,41.87245
,,
214,-87.819266,41.872436
,,
214,-87.819671,41.872374
,,
214,-87.819766,41.87236
,,
214,-87.820249,41.8723
,,
214,-87.82065,41.872261
,,
214,-87.820895,41.872243
,,
214,-87.821167,41.872225
,,
214,-87.821305,41.872219
,,
214,-87.82164,41.872204
,,
214,-87.822135,41.872191
,,
214,-87.822244,41.872189
,,
214,-87.824629,41.872144
,,
214,-87.825206,41.872134
,,
214,-87.825284,41.872132
,,
214,-87.825372,41.87213
,,
214,-87.825461,41.872129
,,
214,-87.825369,41.872396
,,
214,-87.825321,41.872501
,,
214,-87.825113,41.872972
,,
214,-87.824966,41.873422
,,
214,-87.82494,41.87349
,,
214,-87.824913,41.873621
,,
214,-87.824854,41.873913
,,
214,-87.824852,41.873949
,,
214,-87.824855,41.874014
,,
214,-87.824863,41.874161
,,
214,-87.824867,41.874232
,,
214,-87.82488,41.874303
,,
214,-87.824948,41.87451
,,
214,-87.82499,41.874575
,,
214,-87.824994,41.874579
,,
214,-87.825092,41.874691
,,
214,-87.825122,41.874725
,,
214,-87.825333,41.87492
,,
214,-87.825429,41.875
,,
214,-87.825597,41.875128
,,
214,-87.825673,41.875172
,,
214,-87.825708,41.875197
,,
214,-87.825722,41.875209
,,
214,-87.825832,41.875307
,,
214,-87.825869,41.87533
,,
214,-87.826187,41.875493
,,
214,-87.826316,41.875542
,,
214,-87.826591,41.875611
,,
214,-87.826731,41.875638
,,
214,-87.82711,41.875698
,,
214,-87.82759,41.875739
,,
214,-87.828026,41.875744
,,
214,-87.82807,41.875748
,,
214,-87.828266,41.875769
,,
214,-87.828455,41.8758
,,
214,-87.828545,41.875824
,,
214,-87.828587,41.875843
,,
214,-87.828624,41.875866
,,
214,-87.828657,41.875893
,,
214,-87.828729,41.875986
,,
214,-87.828739,41.87602
,,
214,-87.82874,41.876056
,,
214,-87.828738,41.876072
,,
214,-87.828718,41.876197
,,
214,-87.8287,41.876267
,,
214,-87.828671,41.876335
,,
214,-87.828652,41.876367
,,
214,-87.828589,41.876502
,,
214,-87.828457,41.876687
,,
214,-87.828433,41.876723
,,
214,-87.828393,41.876787
,,
214,-87.82833,41.876922
,,
214,-87.828322,41.876965
,,
214,-87.828308,41.876999
,,
214,-87.828098,41.8774
,,
214,-87.828045,41.877536
,,
214,-87.827792,41.878112
,,
214,-87.827599,41.878478
,,
214,-87.827573,41.878541
,,
214,-87.827557,41.878581
,,
214,-87.827448,41.878779
,,
214,-87.827402,41.878881
,,
214,-87.827379,41.87895
,,
214,-87.827348,41.879127
,,
214,-87.827325,41.879175
,,
214,-87.827304,41.879175
,,
214,-87.827112,41.879179
,,
214,-87.827038,41.87918
,,
214,-87.826949,41.879183
,,
214,-87.826177,41.879199
,,
214,-87.82589,41.879205
,,
214,-87.825547,41.879211
,,
214,-87.82452,41.879233
,,
214,-87.824178,41.87924
,,
214,-87.823855,41.879247
,,
214,-87.823776,41.879249
,,
214,-87.823373,41.879258
,,
214,-87.822969,41.879267
,,
214,-87.822887,41.879268
,,
214,-87.822565,41.879276
,,
214,-87.822306,41.87928
,,
214,-87.821529,41.879296
,,
214,-87.821271,41.879301
,,
214,-87.821245,41.879301
,,
214,-87.821168,41.879303
,,
214,-87.821143,41.879304
,,
214,-87.821076,41.879304
,,
214,-87.821029,41.879305
,,
214,-87.82092,41.879307
,,
214,-87.820877,41.879308
,,
214,-87.820811,41.87931
,,
214,-87.820728,41.879312
,,
214,-87.820694,41.879312
,,
214,-87.820644,41.879313
,,
214,-87.82054,41.879316
,,
214,-87.820437,41.879318
,,
214,-87.820346,41.87932
,,
214,-87.820334,41.879321
,,
214,-87.820231,41.879324
,,
214,-87.820176,41.879324
,,
214,-87.820013,41.879328
,,
